date;location;new_cases;new_deaths;total_cases;total_deaths;population
13/03/2020;Spain;825;36;2965;84;46723749
14/03/2020;Spain;1266;36;4231;120;46723749
28/01/2020;Sri Lanka;;;1;;21670000
29/01/2020;Sri Lanka;0;;1;;21670000
30/01/2020;Sri Lanka;0;;1;;21670000
31/01/2020;Sri Lanka;0;;1;;21670000
01/02/2020;Sri Lanka;0;;1;;21670000
02/02/2020;Sri Lanka;0;;1;;21670000
03/02/2020;Sri Lanka;0;;1;;21670000
04/02/2020;Sri Lanka;0;;1;;21670000
05/02/2020;Sri Lanka;0;;1;;21670000
06/02/2020;Sri Lanka;0;;1;;21670000
07/02/2020;Sri Lanka;0;;1;;21670000
08/02/2020;Sri Lanka;0;;1;;21670000
09/02/2020;Sri Lanka;0;;1;;21670000
10/02/2020;Sri Lanka;0;;1;;21670000
11/02/2020;Sri Lanka;0;;1;;21670000
12/02/2020;Sri Lanka;0;;1;;21670000
13/02/2020;Sri Lanka;0;;1;;21670000
14/02/2020;Sri Lanka;0;;1;;21670000
15/02/2020;Sri Lanka;0;;1;;21670000
16/02/2020;Sri Lanka;0;;1;;21670000
17/02/2020;Sri Lanka;0;;1;;21670000
18/02/2020;Sri Lanka;0;;1;;21670000
19/02/2020;Sri Lanka;0;;1;;21670000
20/02/2020;Sri Lanka;0;;1;;21670000
21/02/2020;Sri Lanka;0;;1;;21670000
22/02/2020;Sri Lanka;0;;1;;21670000
23/02/2020;Sri Lanka;0;;1;;21670000
24/02/2020;Sri Lanka;0;;1;;21670000
25/02/2020;Sri Lanka;0;;1;;21670000
26/02/2020;Sri Lanka;0;;1;;21670000
27/02/2020;Sri Lanka;0;;1;;21670000
28/02/2020;Sri Lanka;0;;1;;21670000
29/02/2020;Sri Lanka;0;;1;;21670000
01/03/2020;Sri Lanka;0;;1;;21670000
02/03/2020;Sri Lanka;0;;1;;21670000
03/03/2020;Sri Lanka;0;;1;;21670000
04/03/2020;Sri Lanka;0;;1;;21670000
05/03/2020;Sri Lanka;0;;1;;21670000
06/03/2020;Sri Lanka;0;;1;;21670000
07/03/2020;Sri Lanka;0;;1;;21670000
08/03/2020;Sri Lanka;0;;1;;21670000
09/03/2020;Sri Lanka;0;;1;;21670000
10/03/2020;Sri Lanka;0;;1;;21670000
11/03/2020;Sri Lanka;0;;1;;21670000
12/03/2020;Sri Lanka;1;;2;;21670000
13/03/2020;Sri Lanka;1;;3;;21670000
14/03/2020;Sri Lanka;3;;6;;21670000
14/03/2020;Sudan;;;1;;41801533
01/02/2020;Sweden;;;1;;10183175
02/02/2020;Sweden;0;;1;;10183175
03/02/2020;Sweden;0;;1;;10183175
04/02/2020;Sweden;0;;1;;10183175
05/02/2020;Sweden;0;;1;;10183175
06/02/2020;Sweden;0;;1;;10183175
07/02/2020;Sweden;0;;1;;10183175
08/02/2020;Sweden;0;;1;;10183175
09/02/2020;Sweden;0;;1;;10183175
10/02/2020;Sweden;0;;1;;10183175
11/02/2020;Sweden;0;;1;;10183175
12/02/2020;Sweden;0;;1;;10183175
13/02/2020;Sweden;0;;1;;10183175
14/02/2020;Sweden;0;;1;;10183175
15/02/2020;Sweden;0;;1;;10183175
16/02/2020;Sweden;0;;1;;10183175
17/02/2020;Sweden;0;;1;;10183175
18/02/2020;Sweden;0;;1;;10183175
19/02/2020;Sweden;0;;1;;10183175
20/02/2020;Sweden;0;;1;;10183175
21/02/2020;Sweden;0;;1;;10183175
22/02/2020;Sweden;0;;1;;10183175
23/02/2020;Sweden;0;;1;;10183175
24/02/2020;Sweden;0;;1;;10183175
25/02/2020;Sweden;0;;1;;10183175
26/02/2020;Sweden;0;;1;;10183175
27/02/2020;Sweden;1;;2;;10183175
28/02/2020;Sweden;5;;7;;10183175
29/02/2020;Sweden;5;;12;;10183175
01/03/2020;Sweden;1;;13;;10183175
02/03/2020;Sweden;1;;14;;10183175
03/03/2020;Sweden;1;;15;;10183175
04/03/2020;Sweden;9;;24;;10183175
05/03/2020;Sweden;11;;35;;10183175
06/03/2020;Sweden;26;;61;;10183175
07/03/2020;Sweden;76;;137;;10183175
08/03/2020;Sweden;24;;161;;10183175
09/03/2020;Sweden;42;;203;;10183175
10/03/2020;Sweden;45;;248;;10183175
11/03/2020;Sweden;78;;326;;10183175
12/03/2020;Sweden;135;;461;;10183175
13/03/2020;Sweden;159;;620;;10183175
14/03/2020;Sweden;155;;775;;10183175
26/02/2020;Switzerland;;;1;;8516543
27/02/2020;Switzerland;0;;1;;8516543
28/02/2020;Switzerland;5;;6;;8516543
29/02/2020;Switzerland;4;;10;;8516543
01/03/2020;Switzerland;8;;18;;8516543
02/03/2020;Switzerland;6;;24;;8516543
03/03/2020;Switzerland;6;;30;;8516543
04/03/2020;Switzerland;7;;37;;8516543
05/03/2020;Switzerland;19;;56;;8516543
06/03/2020;Switzerland;30;;86;1;8516543
07/03/2020;Switzerland;123;0;209;1;8516543
08/03/2020;Switzerland;55;1;264;2;8516543
09/03/2020;Switzerland;68;0;332;2;8516543
10/03/2020;Switzerland;0;0;332;2;8516543
11/03/2020;Switzerland;159;1;491;3;8516543
12/03/2020;Switzerland;154;1;645;4;8516543
13/03/2020;Switzerland;213;2;858;6;8516543
14/03/2020;Switzerland;267;0;1125;6;8516543
21/01/2020;Thailand;;;2;;69428524
22/01/2020;Thailand;0;;2;;69428524
23/01/2020;Thailand;2;;4;;69428524
24/01/2020;Thailand;0;;4;;69428524
25/01/2020;Thailand;0;;4;;69428524
26/01/2020;Thailand;1;;5;;69428524
27/01/2020;Thailand;0;;5;;69428524
28/01/2020;Thailand;9;;14;;69428524
29/01/2020;Thailand;0;;14;;69428524
30/01/2020;Thailand;0;;14;;69428524
31/01/2020;Thailand;0;;14;;69428524
01/02/2020;Thailand;5;;19;;69428524
02/02/2020;Thailand;0;;19;;69428524
03/02/2020;Thailand;0;;19;;69428524
04/02/2020;Thailand;0;;19;;69428524
05/02/2020;Thailand;6;;25;;69428524
06/02/2020;Thailand;0;;25;;69428524
07/02/2020;Thailand;0;;25;;69428524
08/02/2020;Thailand;7;;32;;69428524
09/02/2020;Thailand;0;;32;;69428524
10/02/2020;Thailand;0;;32;;69428524
11/02/2020;Thailand;1;;33;;69428524
12/02/2020;Thailand;0;;33;;69428524
13/02/2020;Thailand;0;;33;;69428524
14/02/2020;Thailand;0;;33;;69428524
15/02/2020;Thailand;1;;34;;69428524
16/02/2020;Thailand;0;;34;;69428524
17/02/2020;Thailand;1;;35;;69428524
18/02/2020;Thailand;0;;35;;69428524
19/02/2020;Thailand;0;;35;;69428524
20/02/2020;Thailand;0;;35;;69428524
21/02/2020;Thailand;0;;35;;69428524
22/02/2020;Thailand;0;;35;;69428524
23/02/2020;Thailand;0;;35;;69428524
24/02/2020;Thailand;0;;35;;69428524
25/02/2020;Thailand;2;;37;;69428524
26/02/2020;Thailand;3;;40;;69428524
27/02/2020;Thailand;0;;40;;69428524
28/02/2020;Thailand;0;;40;;69428524
29/02/2020;Thailand;2;;42;;69428524
01/03/2020;Thailand;0;;42;;69428524
02/03/2020;Thailand;0;;42;1;69428524
03/03/2020;Thailand;1;0;43;1;69428524
04/03/2020;Thailand;0;0;43;1;69428524
05/03/2020;Thailand;4;0;47;1;69428524
06/03/2020;Thailand;0;0;47;1;69428524
07/03/2020;Thailand;1;0;48;1;69428524
08/03/2020;Thailand;2;0;50;1;69428524
09/03/2020;Thailand;0;0;50;1;69428524
10/03/2020;Thailand;3;0;53;1;69428524
11/03/2020;Thailand;6;0;59;1;69428524
12/03/2020;Thailand;11;0;70;1;69428524
13/03/2020;Thailand;5;0;75;1;69428524
14/03/2020;Thailand;0;0;75;1;69428524
01/02/2020;United Kingdom;;;2;;66488991
02/02/2020;United Kingdom;0;;2;;66488991
03/02/2020;United Kingdom;0;;2;;66488991
04/02/2020;United Kingdom;0;;2;;66488991
05/02/2020;United Kingdom;0;;2;;66488991
06/02/2020;United Kingdom;0;;2;;66488991
07/02/2020;United Kingdom;1;;3;;66488991
08/02/2020;United Kingdom;0;;3;;66488991
09/02/2020;United Kingdom;0;;3;;66488991
10/02/2020;United Kingdom;1;;4;;66488991
11/02/2020;United Kingdom;4;;8;;66488991
12/02/2020;United Kingdom;0;;8;;66488991
13/02/2020;United Kingdom;1;;9;;66488991
14/02/2020;United Kingdom;0;;9;;66488991
15/02/2020;United Kingdom;0;;9;;66488991
16/02/2020;United Kingdom;0;;9;;66488991
17/02/2020;United Kingdom;0;;9;;66488991
18/02/2020;United Kingdom;0;;9;;66488991
19/02/2020;United Kingdom;0;;9;;66488991
20/02/2020;United Kingdom;0;;9;;66488991
21/02/2020;United Kingdom;0;;9;;66488991
22/02/2020;United Kingdom;0;;9;;66488991
23/02/2020;United Kingdom;0;;9;;66488991
24/02/2020;United Kingdom;0;;9;;66488991
25/02/2020;United Kingdom;4;;13;;66488991
26/02/2020;United Kingdom;0;;13;;66488991
27/02/2020;United Kingdom;0;;13;;66488991
28/02/2020;United Kingdom;3;;16;;66488991
29/02/2020;United Kingdom;4;;20;;66488991
01/03/2020;United Kingdom;3;;23;;66488991
02/03/2020;United Kingdom;13;;36;;66488991
03/03/2020;United Kingdom;3;;39;;66488991
04/03/2020;United Kingdom;12;;51;;66488991
05/03/2020;United Kingdom;38;;89;;66488991
06/03/2020;United Kingdom;29;;118;;66488991
07/03/2020;United Kingdom;49;;167;1;66488991
08/03/2020;United Kingdom;43;1;210;2;66488991
09/03/2020;United Kingdom;67;0;277;2;66488991
10/03/2020;United Kingdom;46;1;323;3;66488991
11/03/2020;United Kingdom;50;3;373;6;66488991
12/03/2020;United Kingdom;87;0;460;6;66488991
13/03/2020;United Kingdom;134;2;594;8;66488991
14/03/2020;United Kingdom;208;2;802;10;66488991
07/03/2020;Togo;;;1;;7889094
08/03/2020;Togo;0;;1;;7889094
09/03/2020;Togo;0;;1;;7889094
10/03/2020;Togo;0;;1;;7889094
11/03/2020;Togo;0;;1;;7889094
12/03/2020;Togo;0;;1;;7889094
13/03/2020;Togo;0;;1;;7889094
14/03/2020;Togo;0;;1;;7889094
14/03/2020;Trinidad and Tobago;;;1;;1389858
03/03/2020;Tunisia;;;1;;11565204
04/03/2020;Tunisia;0;;1;;11565204
05/03/2020;Tunisia;0;;1;;11565204
06/03/2020;Tunisia;0;;1;;11565204
07/03/2020;Tunisia;0;;1;;11565204
08/03/2020;Tunisia;0;;1;;11565204
09/03/2020;Tunisia;1;;2;;11565204
10/03/2020;Tunisia;0;;2;;11565204
11/03/2020;Tunisia;4;;6;;11565204
12/03/2020;Tunisia;0;;6;;11565204
13/03/2020;Tunisia;1;;7;;11565204
14/03/2020;Tunisia;9;;16;;11565204
12/03/2020;Turkey;;;1;;82319724
13/03/2020;Turkey;0;;1;;82319724
14/03/2020;Turkey;4;;5;;82319724
04/03/2020;Ukraine;;;1;;44622516
05/03/2020;Ukraine;0;;1;;44622516
06/03/2020;Ukraine;0;;1;;44622516
07/03/2020;Ukraine;0;;1;;44622516
08/03/2020;Ukraine;0;;1;;44622516
09/03/2020;Ukraine;0;;1;;44622516
10/03/2020;Ukraine;0;;1;;44622516
11/03/2020;Ukraine;0;;1;;44622516
12/03/2020;Ukraine;0;;1;;44622516
13/03/2020;Ukraine;2;;3;;44622516
14/03/2020;Ukraine;0;;3;1;44622516
29/01/2020;United Arab Emirates;;;4;;9630959
30/01/2020;United Arab Emirates;0;;4;;9630959
31/01/2020;United Arab Emirates;0;;4;;9630959
01/02/2020;United Arab Emirates;0;;4;;9630959
02/02/2020;United Arab Emirates;1;;5;;9630959
03/02/2020;United Arab Emirates;0;;5;;9630959
04/02/2020;United Arab Emirates;0;;5;;9630959
05/02/2020;United Arab Emirates;0;;5;;9630959
06/02/2020;United Arab Emirates;0;;5;;9630959
07/02/2020;United Arab Emirates;0;;5;;9630959
08/02/2020;United Arab Emirates;2;;7;;9630959
09/02/2020;United Arab Emirates;0;;7;;9630959
10/02/2020;United Arab Emirates;0;;7;;9630959
11/02/2020;United Arab Emirates;1;;8;;9630959
12/02/2020;United Arab Emirates;0;;8;;9630959
13/02/2020;United Arab Emirates;0;;8;;9630959
14/02/2020;United Arab Emirates;0;;8;;9630959
15/02/2020;United Arab Emirates;0;;8;;9630959
16/02/2020;United Arab Emirates;0;;8;;9630959
17/02/2020;United Arab Emirates;1;;9;;9630959
18/02/2020;United Arab Emirates;0;;9;;9630959
19/02/2020;United Arab Emirates;0;;9;;9630959
20/02/2020;United Arab Emirates;0;;9;;9630959
21/02/2020;United Arab Emirates;0;;9;;9630959
22/02/2020;United Arab Emirates;2;;11;;9630959
23/02/2020;United Arab Emirates;2;;13;;9630959
24/02/2020;United Arab Emirates;0;;13;;9630959
25/02/2020;United Arab Emirates;0;;13;;9630959
26/02/2020;United Arab Emirates;0;;13;;9630959
27/02/2020;United Arab Emirates;0;;13;;9630959
28/02/2020;United Arab Emirates;6;;19;;9630959
29/02/2020;United Arab Emirates;0;;19;;9630959
01/03/2020;United Arab Emirates;0;;19;;9630959
02/03/2020;United Arab Emirates;2;;21;;9630959
03/03/2020;United Arab Emirates;0;;21;;9630959
04/03/2020;United Arab Emirates;6;;27;;9630959
05/03/2020;United Arab Emirates;0;;27;;9630959
06/03/2020;United Arab Emirates;0;;27;;9630959
07/03/2020;United Arab Emirates;18;;45;;9630959
08/03/2020;United Arab Emirates;0;;45;;9630959
09/03/2020;United Arab Emirates;0;;45;;9630959
10/03/2020;United Arab Emirates;14;;59;;9630959
11/03/2020;United Arab Emirates;15;;74;;9630959
12/03/2020;United Arab Emirates;0;;74;;9630959
13/03/2020;United Arab Emirates;11;;85;;9630959
14/03/2020;United Arab Emirates;0;;85;;9630959
23/01/2020;United States;;;1;;327167434
24/01/2020;United States;0;;1;;327167434
25/01/2020;United States;1;;2;;327167434
26/01/2020;United States;0;;2;;327167434
27/01/2020;United States;3;;5;;327167434
28/01/2020;United States;0;;5;;327167434
29/01/2020;United States;0;;5;;327167434
30/01/2020;United States;0;;5;;327167434
31/01/2020;United States;1;;6;;327167434
01/02/2020;United States;1;;7;;327167434
02/02/2020;United States;1;;8;;327167434
03/02/2020;United States;3;;11;;327167434
04/02/2020;United States;0;;11;;327167434
05/02/2020;United States;0;;11;;327167434
06/02/2020;United States;1;;12;;327167434
07/02/2020;United States;0;;12;;327167434
08/02/2020;United States;0;;12;;327167434
09/02/2020;United States;0;;12;;327167434
10/02/2020;United States;0;;12;;327167434
11/02/2020;United States;1;;13;;327167434
12/02/2020;United States;0;;13;;327167434
13/02/2020;United States;1;;14;;327167434
14/02/2020;United States;1;;15;;327167434
15/02/2020;United States;0;;15;;327167434
16/02/2020;United States;0;;15;;327167434
17/02/2020;United States;0;;15;;327167434
18/02/2020;United States;0;;15;;327167434
19/02/2020;United States;0;;15;;327167434
20/02/2020;United States;0;;15;;327167434
21/02/2020;United States;0;;15;;327167434
22/02/2020;United States;20;;35;;327167434
23/02/2020;United States;0;;35;;327167434
24/02/2020;United States;0;;35;;327167434
25/02/2020;United States;18;;53;;327167434
26/02/2020;United States;0;;53;;327167434
27/02/2020;United States;6;;59;;327167434
28/02/2020;United States;0;;59;;327167434
29/02/2020;United States;3;;62;;327167434
01/03/2020;United States;0;;62;;327167434
02/03/2020;United States;0;;62;;327167434
03/03/2020;United States;2;;64;2;327167434
04/03/2020;United States;44;4;108;6;327167434
05/03/2020;United States;21;3;129;9;327167434
06/03/2020;United States;19;1;148;10;327167434
07/03/2020;United States;65;1;213;11;327167434
08/03/2020;United States;0;0;213;11;327167434
09/03/2020;United States;0;0;213;11;327167434
10/03/2020;United States;259;8;472;19;327167434
11/03/2020;United States;224;6;696;25;327167434
12/03/2020;United States;291;4;987;29;327167434
13/03/2020;United States;277;7;1264;36;327167434
14/03/2020;United States;414;5;1678;41;327167434
14/03/2020;Venezuela;;;2;;29390409
24/01/2020;Vietnam;;;2;;95540395
25/01/2020;Vietnam;0;;2;;95540395
26/01/2020;Vietnam;0;;2;;95540395
27/01/2020;Vietnam;0;;2;;95540395
28/01/2020;Vietnam;0;;2;;95540395
29/01/2020;Vietnam;0;;2;;95540395
30/01/2020;Vietnam;0;;2;;95540395
31/01/2020;Vietnam;3;;5;;95540395
01/02/2020;Vietnam;1;;6;;95540395
02/02/2020;Vietnam;1;;7;;95540395
03/02/2020;Vietnam;1;;8;;95540395
04/02/2020;Vietnam;1;;9;;95540395
05/02/2020;Vietnam;1;;10;;95540395
06/02/2020;Vietnam;0;;10;;95540395
07/02/2020;Vietnam;2;;12;;95540395
08/02/2020;Vietnam;1;;13;;95540395
09/02/2020;Vietnam;1;;14;;95540395
10/02/2020;Vietnam;0;;14;;95540395
11/02/2020;Vietnam;1;;15;;95540395
12/02/2020;Vietnam;0;;15;;95540395
13/02/2020;Vietnam;1;;16;;95540395
14/02/2020;Vietnam;0;;16;;95540395
15/02/2020;Vietnam;0;;16;;95540395
16/02/2020;Vietnam;0;;16;;95540395
17/02/2020;Vietnam;0;;16;;95540395
18/02/2020;Vietnam;0;;16;;95540395
19/02/2020;Vietnam;0;;16;;95540395
20/02/2020;Vietnam;0;;16;;95540395
21/02/2020;Vietnam;0;;16;;95540395
22/02/2020;Vietnam;0;;16;;95540395
23/02/2020;Vietnam;0;;16;;95540395
24/02/2020;Vietnam;0;;16;;95540395
25/02/2020;Vietnam;0;;16;;95540395
26/02/2020;Vietnam;0;;16;;95540395
27/02/2020;Vietnam;0;;16;;95540395
28/02/2020;Vietnam;0;;16;;95540395
29/02/2020;Vietnam;0;;16;;95540395
01/03/2020;Vietnam;0;;16;;95540395
02/03/2020;Vietnam;0;;16;;95540395
03/03/2020;Vietnam;0;;16;;95540395
04/03/2020;Vietnam;0;;16;;95540395
05/03/2020;Vietnam;0;;16;;95540395
06/03/2020;Vietnam;0;;16;;95540395
07/03/2020;Vietnam;1;;17;;95540395
08/03/2020;Vietnam;4;;21;;95540395
09/03/2020;Vietnam;9;;30;;95540395
10/03/2020;Vietnam;1;;31;;95540395
11/03/2020;Vietnam;4;;35;;95540395
12/03/2020;Vietnam;4;;39;;95540395
13/03/2020;Vietnam;0;;39;;95540395
14/03/2020;Vietnam;9;;48;;95540395
21/01/2020;World;0;0;282;6;7594270356
22/01/2020;World;32;0;314;6;7594270356
23/01/2020;World;266;11;581;17;7594270356
24/01/2020;World;262;8;846;25;7594270356
25/01/2020;World;467;16;1320;41;7594270356
26/01/2020;World;691;15;2014;56;7594270356
27/01/2020;World;783;24;2798;80;7594270356
28/01/2020;World;1792;26;4593;106;7594270356
29/01/2020;World;1468;26;6065;132;7594270356
30/01/2020;World;1750;38;7818;170;7594270356
31/01/2020;World;2006;43;9826;213;7594270356
01/02/2020;World;2121;46;11953;259;7594270356
02/02/2020;World;2604;45;14557;305;7594270356
03/02/2020;World;2834;57;17391;362;7594270356
04/02/2020;World;3239;64;20630;426;7594270356
05/02/2020;World;3913;66;24544;492;7594270356
06/02/2020;World;3712;73;28276;565;7594270356
07/02/2020;World;3205;73;31481;638;7594270356
08/02/2020;World;3405;86;34886;724;7594270356
09/02/2020;World;2672;89;37558;813;7594270356
10/02/2020;World;2996;97;40554;910;7594270356
11/02/2020;World;2549;108;43103;1018;7594270356
12/02/2020;World;2068;97;45171;1115;7594270356
13/02/2020;World;1826;254;46997;1369;7594270356
14/02/2020;World;2056;13;49053;1383;7594270356
15/02/2020;World;1526;143;50580;1526;7594270356
16/02/2020;World;1277;142;51857;1669;7594270356
17/02/2020;World;19572;106;71429;1775;7594270356
18/02/2020;World;1903;98;73332;1873;7594270356
19/02/2020;World;1872;136;75204;2009;7594270356
20/02/2020;World;542;115;75748;2129;7594270356
21/02/2020;World;1021;118;76769;2247;7594270356
22/02/2020;World;1023;112;77794;2359;7594270356
23/02/2020;World;1017;102;78811;2463;7594270356
24/02/2020;World;517;155;79331;2618;7594270356
25/02/2020;World;896;82;80239;2700;7594270356
26/02/2020;World;864;62;81109;2762;7594270356
27/02/2020;World;1175;42;82294;2804;7594270356
28/02/2020;World;1353;54;83652;2858;7594270356
29/02/2020;World;1748;66;85403;2924;7594270356
01/03/2020;World;1727;53;87137;2977;7594270356
02/03/2020;World;1801;64;88948;3043;7594270356
03/03/2020;World;1912;67;90869;3112;7594270356
04/03/2020;World;2217;86;93090;3198;7594270356
05/03/2020;World;2220;79;95324;3280;7594270356
06/03/2020;World;2864;99;98192;3380;7594270356
07/03/2020;World;3730;104;101927;3486;7594270356
08/03/2020;World;3644;96;105592;3584;7594270356
09/03/2020;World;3979;224;109577;3809;7594270356
10/03/2020;World;4119;201;113702;4012;7594270356
11/03/2020;World;4611;275;118319;4292;7594270356
12/03/2020;World;6936;317;125260;4613;7594270356
13/03/2020;World;7488;338;132758;4956;7594270356
14/03/2020;World;9766;434;142539;5393;7594270356
